county,method,Q1x,Q2x,Q2.1x,Q2xRANGE,Q3.1x,Q3.2x,Q3.3x,Q3.4x,Q3.5x,Q3.6x,Q3.6.1,Q3SUM,Q3.1xNUM,Q3.2xNUM,Q3.3xNUM,Q3.4xNUM,Q3.5xNUM,Q3.6xNUM,CountQ3,MoreGear,Q4x,Q4ax,Q5x,Q5.1x,Q5xMEAN,Q5xRANGE,Q6.1x,Q6.2x,Q6.3x,Q6.4x,Q6.4.1,Q6.1xMEAN,Q6.2xMEAN,Q6.3xMEAN,Q6.4xMEAN,CountQ6,Q6SUM,Q6.1xNUM,Q6.2xNUM,Q6.3xNUM,Q6.4xNUM,Q7.1x,Q7.2x,Q8.1x,Q8.2x,Q8.1xMEAN,Q8.2xMEAN,Q8SUM,Q9x,Q10x,Q10.1x,Q11x,Q11.1x,Q12x,Q12.1x,Q13x,Q13.1x,TOTALCaught,Q10xMEAN,Q11xMEAN,Q12xMEAN,Q13xMEAN,Q14x,Q14xMEAN,Q14ax,Q14axMEAN,BaseforQ15,Q15.1x,Q15.2x,Q15.3x,Q15.4x,Q15.5x,Q15.6x,Q15.7x,Q15.7.1,CountQ15,CountQ15_Primary,Q15_Primary,Q16x,q16.1x,q16.2x,Q16.3,Q17.2xMEAN,Q17.1x,Q17.2x,Q17.3x,Q17.4x,Q17.1xMEAN,Q17.3xMEAN,Q17.4xMEAN,Q17SUM,Q17.1xAMOUNT,Q17.2xAMOUNT,Q17.3xAMOUNT,Q17.4xAMOUNT,Q17TotalAMOUNT,Q18x,Q19.1x,Q19.2x,Q19.3x,Q19.4x,Q19.5x,Q19.6x,Q19.6.1,Q19.1xMEAN,Q19.2xMEAN,Q19.3xMEAN,Q19.4xMEAN,Q19.5xMEAN,Q19.6xMEAN,Q19SUM,Q20x,Q20.1x,Q20xMEAN,Q20TotalVALUE,Q20OtherVALUE,Q21.1x,Q21.2x,Q21.3x,Q21.4x,Q21.1xMEAN,Q21.2xMEAN,Q21.3xMEAN,Q21.4xMEAN,Q21SUM,Q21.1xVALUE,Q21.2xVALUE,Q21.3xVALUE,Q21.4xVALUE,Q22x,Q22xMEAN,Q23x,Q24x,Q25x,vesselsize,Q26x,Q27x,boatage,Q28x,boatown,Q29x,Q30x,Q31x,fuelprice1,truckfuelprice1,iceprice1,baitprice1,fuelprice2,truckfuelprice2,iceprice2,baitprice2,Troll,Bait,Pelagic,Bottomfish,Deep7Bottomfish,ShallowBottomfish,Reef,Q3.1xMEAN,Q3.2xMEAN,Q3.3xMEAN,Q3.4xMEAN,Q3.5xMEAN,Q3.6xMEAN,CommonGear,Q32.1,Q32a.1.1x,Q32a.2.1x,Q32a.4.1x,Q32a.5.1x,Q2xMEAN,SurveyID,Q32x,AVC1,Q32a.1x,Q32a.2x,Q32a.3x,Q32a.4x,Q32a.5x,Q32a.6x,Q32a.7x,Q32a.8x,Q32a.9x,Q32a.9.1,TFC,Q34.1x_A,Q34.2x_A,Q34.3x_A,Q34.4x,Q34.5x,Q34.6x,Q34.7x,Q34.8x,Q34.8.1,Q32bx,Q32b.1x,Q32b.2x,Q32b.3,Q33a.1.1x,Q33a.2.1x,Q33a.4.1x,Q33a.5.1x,Q33.1,Q33x,AVC2,Q33a.1x,Q33a.2x,Q33a.3x,Q33a.4x,Q33a.5x,Q33a.6x,Q33a.7x,Q33a.8x,Q33a.9x,Q33a.9.1,Q33bx,Q33b.1x,Q33b.2x,Q33b.3,Q34.1x,Q34.1.1x,Q34.2x,Q34.2.1x,Q34.3x,Q34.3.1x,Q35x,Q36x,Q37x,Q38x,Q39.1x,Q39.2x,Q39.3x,Q39.4x,Q39.5x,Q39.6x,Q39.6.1,NumEthnic,Ethnic,Q40x,Q41x,Q42.1x,Q42.2x,Q42.3x,Q42.4x,Q43,Q44.1,Q44.1.1,Q44.1.2,Q44.2,Q44.2.1,Q44.2.2,Q44.3,Q44.3.1,Q44.3.2,Q45.1,Q45.2,Q45.3,Q46.1,Q46.2,Q46.3,Q46.4,Q46.5,Q46.6,Q46.7,Q46.7.1,Q47.1,Q47.2,Q47.3,Q47.4,Q47.5,Q47.6,Q47.7,Q47.7.1,Q48,Q49,Q49a,NumCaught,NumLost,NumReleased,NumSold,LbsCaught,LbsSold,Value,CML_NO,CaughtvsSample,PerReleased,PerSold,CatchPerTrip,CatchPerTrip_R,ValuePerTrip,ValuePerTrip_R,AVC1_Troll,AVC1_Bait,AVC1_Deep7Bottom,AVC1_ShallowBottom,AVC1_Spear,AVC1_Other,AVC2_Troll,AVC2_Bait,AVC2_Deep7Bottom,AVC2_ShallowBottom,AVC2_Spear,AVC2_Other,Hawaii,Total,Q15_Primary_Report,boatimprove,ck,TotalCaught_R,Q20XMEAN_R,Q24xMEAN,Q7.1xMEAN,Q7.2xMEAN,Q17TotalAMOUNTck
2,2,1, ,2,2,4,4,1,1,1,1, ,100,9,9,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100,2,4, ,1, ,1, ,1, ,300,300,0,0,0,5,75,6,95,1, , , , ,1, , , ,1,1,5,4, , , ,0,1,1,1,6,0,0,100,100,0,0,0,300,300,1,6,1,1,1,1,1, ,100,0,0,0,0,0,100,3, ,750,750,0,6,1,1,1,100,0,0,0,100,750,0,0,0,4,50,1,1,19,2, ,1996,25,1999,22,19000,30000, ,2.20588235294118,2.22222222222222,.225, ,2.20588235294118,4,.225,38,1,1,1,0,0,0,0,50,50,0,0,0,0,6,trolling and bait for pelagic,68,18,200, ,18,1289,6,475,150,40,0,45,120,20,0,100,0, ,800,0,0,0,150,300,350,0,0, ,1, , , ,68,10,200,1, ,2,293,150,40,0,45,38,20,0,0,0, ,1, , , ,0, ,0, ,0, ,2,5,96749,2, ,1, , , , , ,1,2,3,3,1,1,1,1,"It helps to feed your family, make extra cash, teaching younger generations, + family time",ahi,ono,wahoo,ahi,ono,wahoo,wahoo,ono,ahi,4,5,4,5,5,4,5,5,5, , ,3,3,2,2,1,1, , ,I''d like to see Ahi be caught @ 10 lbs or more. Too many under 10 lbs are being caught and sold. I''m worried that may affect future fishing of Ahi if they are caught below 10 lbs. Studies on Ahi should be done of when female Ahi lays eggs.,Went out less.,Due to COVID 19,71,0,0,384,172.5,928.7,2070.92,17438,-628.7,0,538.376811594203,16.6666666666667,2,41.6666666666667,1, , , , , ,475, ,293, , , , ,1,1,2, ,0,3,3,0, , ,0
2,2,2, ,3,3,4,4,1,1,1,1, ,100,18,18,0,0,0,0,2,5,2, , ,2,6,2,6,1,1,1, ,100,0,0,0,1,100,6,0,0,0, , ,1,6,0,100,100,2,6,2500,2, ,1, ,1, ,2525,2500,25,0,0,4,50,4,50,1, ,2,3, ,1, , , ,3,1,5,2,75, , ,6,2,2,1,5,6,0,88,100,151.5,151.5,0,2222,2525,1,1,1,6,1,1,1, ,0,0,100,0,0,0,100,6, ,7500,7500,0,6,1,1,1,100,0,0,0,100,7500,0,0,0,3,25,1,2,19,2,115, , ,2005,16,5000,25000,2012,4,4,.15,30,4,4,.15,30,1,1,1,0,0,0,0,50,50,0,0,0,0,6,electric reels,25,5,300,2,36,1631,6,325,100,20,10,45,60,40,0,0,50,opelu (fresh),2900,0,0,0,2500,150,250,0,0, ,1, , , ,25,5,300,2,bait for pelagic and electric reels,6,325,100,20,10,45,60,40,0,0,50,opelu (fresh),1, , , ,0, ,0, ,0, ,1,2,96704,2, , , , , ,1,"Hawaiian, Japanese",1,5,5,5,1,1,1,1,"Because growing up in Kona, I've seen many new fishermen. I remember day's when I was the only one in the porpoise school.",ahi,ono,mahi,mahi,ahi,ono,ahi,ono,mahi,4,5,5,4,4,3,4,5,5, , ,5,5,5,5,5,5, , , ,We did not fish as much due to COVID. The state had shut down and we had hard time selling fish., ,66,0,0,166,1010,2266.6,7189.48,19837,258.4,0,224.415841584158,70.1388888888889,4,208.333333333333,3, , , , , ,325, , , , , ,325,1,1,2,9,0,5,6,5, , ,0
2,2,1, ,1,1,4,3,3,1,1,1,live bait/ lobster trap,100,3,1.5,1.5,0,0,0,3,9,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,3,4, ,2, ,2, ,2, ,375,300,25,25,25,3,25,5,75,1, , , , ,1, , ,value added products day 1 caning,1,1,5,2,60, , ,0,4,1,3,4,45,10,45,100,168.75,0,37.5,168.75,375,1,1,1,1,4,4,1, ,0,0,0,50,50,0,100,5, ,3500,3500,0,6,1,1,1,100,0,0,0,100,3500,0,0,0,3,25,2, , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,0,50,25,25,0,0,0,1,"trolling, bait for pelagic, deep 7", , , , ,6,1828,6,190,100,20,10,50,0,10,0,0,0,"owner pays expenses, we catch fish in 2020", , , , , , , , , ,"Don''t know, boat owner paid",4, , ,owner paid 80+%, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,96740,2, , , , ,1, , ,1,6,4,4,1,1,1,1,"Pandemic, to many peopl fishing",ahi,mahi,ono,ahi,mahi,ono,ahi,mahi,ono,3,5,5,4,5,4,4,3,5,5,none of this happening in Hawaii,1,1,2,3,2,1,1,DLNP Fubar,"Yes, but have been giving input for 40 years here & it is worse than ever. Head DLNR conflict interest, no support for full time fishermen (i.e. commercial fishing is a non entity for transfer slips, broken FAD program etc etc etc",Not going,COVID,188,0,0, ,247.5, , ,1530, ,0, ,62.5,4,583.333333333333,4, , , , , ,190, , , , , , ,1,1,2, ,0,3,5, , , ,0
1,2,1, ,3,3,4,3,2,3,1,1, ,100,19.8,7.2,1.8,7.2,0,0,4,14,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100, ,6,1400,2, ,4, ,4, ,2025,1400,25,300,300,5,75,4,50,1, , , , ,1, , , ,1,1,5,1, , , ,6,2,2,1,5,6,0,88,100,121.5,121.5,0,1782,2025,1,1,4,1,1,4,1, ,0,50,0,0,50,0,100,7, ,15000,15000,0,4,1,4,1,50,0,50,0,100,7500,0,7500,0,2,5,1,1,22,2,130,1993,28,2018,3,38000,60000,2021,3,4,.15,20,3,4,.166666666666667,20,1,1,1,1,1,1,0,55,20,5,20,0,0,1, ,35,10,400,2,36,1603,1,435,105,40,0,60,40,40,150,0,0, ,10000,0,0,0,5000,4000,1000,0,0, ,1, , , ,35,10,300,2, ,4,445,105,40,0,50,40,60,150,0,0, ,1, , , ,0, ,0, ,0, ,1,3,96789,2, ,1, , , , , ,1,2,6,5,1, ,1, , ,pelagic, , ,pelagic, , ,pelagic, , ,3,5,5,4,4,2,1,3,2, , ,3,1,2,2,2,2, , ,make sure all FAD are in place, , ,26,0,0,119,379,1775,8300.2,32551,250,0,468.337730870712,56.25,4,416.666666666667,3,435, , , , , , , , ,445, , ,1,1,2,0,0,5,7,0, , ,0
4,1,2, ,3,3,4,3,3,2,1,1, ,100,19.8,3.6,10.8,1.8,0,0,4,14,2, , ,2,6,2,5,2,3,1, ,75,5,20,0,3,100,4.5,.3,1.2,0, , ,4,5,40,60,100, ,6,3000,5, ,3, ,2, ,3850,3000,750,75,25,5,75,3,25,1, ,3,2, ,1, , , ,3,1,5,4, , , ,70,3,5,2,2,20,5,5,100,770,2695,192.5,192.5,3850,1,1,2,6,2,1,1, ,0,5,90,5,0,0,100,4, ,1500,1500,0,5,4,1,1,60,40,0,0,100,900,600,0,0,2,5,1,2,32,4,620,2019,2,2019,2,250000,400000, ,4,4,.12,30,4,4,.12,20,1,1,1,1,1,1,0,55,10,30,5,0,0,1, ,40,5,1000,1,36,1598,1,440,160,20,30,120,30,40,25,15,0, ,7000,2600,0,0,2000,2000,400,0,0, ,1, , , ,80,10,1000,3, ,3,740,320,40,30,120,60,80,50,40,0, ,1, , , ,2600,2,0,1,0,1,1,4,96765,2, ,1, ,1, , , ,2,7,5,5,1,1,1,1,with covid everyone ended up going fishing,ehu,onaga,ahi,ehu,gindai,nabeta,akule,ehu,gindai,4,5,5,5,5,5,5,5,5,1,none,2,2,3,3,2,1,1,non,none,none,none,316,70,5,53,1643.25,105.5,1348,6066,3744.5,1.58227848101266,6.42020386429332,106.944444444444,5,41.6666666666667,1,440, , , , , , , ,740, , , ,1,1,2, ,0,5,4,5, , ,0
2,2,1,10, ,1,5,4,1,1,1,1, ,100,6,4,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,5,3,75,25,100,2,5, ,1, ,1, ,1, ,750,750,0,0,0,3,25,3,25,1, , , , ,1, , , ,1,1,5,4, , , ,5,3,2,1,5,20,0,75,100,150,37.5,0,562.5,750,1,1,1,6,1,1,1, ,0,0,100,0,0,0,100,4, ,1500, , , , , , , , , , , , , , , ,2,5,1,3,19,2,150,1975,46,1975,46,15000,8000,2005, , , , , , , , ,1,1,1,0,0,0,0,60,40,0,0,0,0,1, , , , , ,10,1630, , , , , , , , , , , , ,880,880,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,880,2,0, ,0, ,2,6,96726,2, , , ,1, , , ,1,4,4,4,2,2, ,2,Don't do small fish,ahi,ono,mahimahi, , , , , , ,5,4,5,5,5,4,4,4,4,5,I help to coordinate to clean + keep Honaunau boat,5,5,4,4,4,5, , , ,"Did not fish much due to no sales, market closed etc.",For our safety due to COVID,46,0,0,103,963.8,1220.42,4336.84,3103,-470.42,0,126.625855986719,75,4,150,3, , , , , , , , , , , , ,1,1,2,16,0,4,4,25, , ,0
1,2,1, ,1,1,5,3,3,1,1,1, ,100,3.6,1.8,.6,0,0,0,3,9,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,1,6,0,100,100,2,4, ,3, ,1, ,1, ,375,300,75,0,0,4,50,2,5,1, ,2, , ,1, ,3,retired,3,1,5,1, , , ,0,6,1,1,1,100,0,0,100,375,0,0,0,375,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,26,3,400,1982,39,2017,4,50000,100000,2020,3.33333333333333, ,0, ,3, ,0,20,1,1,1,1,1,0,0,60,30,10,0,0,0,1, ,60, ,1000, ,6,1215,1,250,200,0,0,0,0,50,0,0,0, ,100,0,0,0,0,0,100,0,0, ,1, , , ,20, ,30,1, ,3,130,60,0,0,0,20,50,0,0,0, ,1, , , ,0, ,0, ,0, ,1,5,96789,2, ,1, , , , , ,1,2,4, ,1,1,1,1,Think they can make money,yf tuna,opakapaka (deep 7),mahimahi,yf tuna,opakapaka (deep 7), ,yf tuna,opakapaka (deep 7),mahimahi,3,3,3,4,1,1,3,1,4, , ,1,1,1,1,1,1, , ,Need to insure FAD''s are replaced in a timely manner. Restriction for violators who tie up to buoy,"Not fishing as much, only catch enough to eat and give away",Don''t want to peddle fish (could),7,0,0,4,31,80,150,5193,295,0,258.064516129032,62.5,4, , ,250, , , , , , , ,130, , , ,1,1,2,1,0,3, ,0, , ,0
1,2,2, ,3,3,5,3,2,2,1,1, ,100,21.6,10.8,1.8,1.8,0,0,4,14,2, , ,3,18,3,6,1,1,1, ,100,0,0,0,1,100,18,0,0,0, , ,3,5,25,75,100,1,6, ,1, ,1, ,4, ,16139,15839,0,0,300,6,95,3,25,1, , , , ,1, , , ,1,1,5,4, , , ,5,2,2,2,5,5,5,85,100,806.95,806.95,806.95,13718.15,16139,1,3,6,1,1,1,1, ,10,90,0,0,0,0,100, , , , , ,6,1,1,1,100,0,0,0,100, , , , ,3,25,1,1,30,3,370, , ,2009,12,100000,80000,2010,2.85714285714286,4,.1,15, , , , ,1,1,1,1,1,1,0,60,30,5,5,0,0,1, ,70,5,600,2,36,1873,1,420,200,20,0,60,30,35,25,50,0, ,51000,0,0,0,25000,25000,1000,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,0, ,1,5,96744,2, ,1, , , , , ,1,2,4,5,1,1,1,1, ,mahi,ahi,aku,mahi,ahi,aku,ahi,aku,mahi,4,4,4,5,4,3,3,3,3, , ,4,4,3,3,3,3, , , , , ,933,41,0,995,6936,14657,55499.4,1781,-6646,0,211.317762399077,448.305555555556,5, , ,420, , , , , , , , , , , ,1,1,2,11,0,6, ,0, , ,0
2,1,1, ,2,2,5,2,2,3,1,1, ,100,10.8,.9,.9,5.4,0,0,4,14,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,5,3,75,25,100,2,6,1500,1, ,2, ,2, ,1550,1500,0,25,25,6,95,6,95,1,3,2, , ,1, , , ,3,1,5,4, , , ,5,3,2,2,5,20,5,70,100,310,77.5,77.5,1085,1550,1,6,1,2,1,1,1, ,95,0,5,0,0,0,100,6, ,7500,7500,0,6,1,1,1,100,0,0,0,100,7500,0,0,0,2,5,1,1,21,2,180,1973,48,2019,2,25000,25000, ,3,4,.2,40, , , , ,1,1,1,1,1,1,0,60,5,5,30,0,0,1, ,50,5,200,1,18,1042,1,360,150,20,0,40,40,30,40,40,0, ,11300,0,4800,0,4000,1500,1000,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,400,1,0, ,1,2,96740,2, ,1, , ,1, , ,2,7,5,4,1,2,1,1,pelagic because the fishing show bloodline on deadliest catch and its false information on fishing hawaiian waters. The others because more people are moving to the islands and may start reef fishing.,ahi,mahi,ono,ahi,mahi,kamanu,none,none,none,4,5,5,5,5,5,5,4,5, , ,5,4,4,4,4,1,1,FADs and illegal FADs,keep it local and big comercial boats away from fishing where the small guys fish,not much has changed,has not affected me,25,0,0,34,280.5,1662,6059.62,33620,-112,0,592.513368983957,86.1111111111111,4,416.666666666667,3,360, , , , , , , , , , , ,1,1,2, ,0,5,6,0, , ,0
1,2,1, ,3,3,5,3,1,1,3,1, ,100,21.6,7.2,0,0,7.2,0,3,12,2, , , ,0,1, , , , , , , , , ,0, , , , , ,1,3,6,1,100,0,100,2,5, ,1, ,1, ,2, ,775,750,0,0,25,6,95,5,75,1, , , , ,1, , , ,1,1,5,3, ,40, ,20,3,3,1,5,20,0,60,100,155,155,0,465,775,1,1,5,1,1,3,1, ,0,75,0,0,25,0,100,8, ,35000, , , , , , , , , , , , , , , ,4,50,1,1,30,3,410,1997,24,2021,0,60000,80000,2021,3,4,.08,25, , , , ,1,1,1,0,0,0,1,60,20,0,0,20,0,1, ,60,20,1000,1,36,1583,1,465,180,80,10,80,25,50,20,20,0, ,11400,400,0,0,5000,5000,1000,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,400,2,0, ,0, ,1,6,96744,2, , , , , ,1,"Halo, Kakuson",1,5,3,4,1, , , ,Fish demand will be better,ahi,mahi,aku, , , , , , ,5,5,5,5,5,5,5,5,5, , ,5,5,5,5,5,5, , ,Long line boats not monitored coming inside to close. Boat ramps need more bumpers so our boats don''t get damage or scratched when come to boat ramp.,Did not fish so much - fish price too low,Demand for fish too low,58,0,0,73,715,1511,5659.8,34356,-736,0,211.328671328671,21.5277777777778,3,972.222222222222,4,465, , , , , , , , , , , ,1,1,2,0,0,4,8,0,0,25,0
2,1,2, ,4,4,5,3,2,2,2,1, ,100,45,18.75,3.75,3.75,3.75,0,5,16,2, , ,3,18,3,2,5,2,1, ,6,88,6,0,3,100,1.08,15.84,1.08,0,3,5,4,4,50,50,100,2,6,4500,1, ,4, ,4, ,5100,4500,0,300,300,3,25,2,5,1, , ,2,3,1, , , ,3,1,5,2,80, , ,60,3,5,1,3,20,0,20,100,1020,3060,0,1020,5100,1,6,1,1,1,3,1, ,90,0,0,0,10,0,100,5, ,3500,3500,0,6,1,1,1,100,0,0,0,100,3500,0,0,0,3,25,1,2,21,2,300,1991,30,2014,7,65000,40000, ,3,4.5,.04,33.3333333333333,3,4.5,.0397350993377483,33.3333333333333,1,1,1,1,1,1,1,60,25,5,5,5,0,1, ,40,4,150,1.5,75,1060,1,242,120,18,0,6,50,8,20,20,0, ,24040,1440,16800,0,2800,1200,1800,0,0, ,1, , , ,30,4,151,1.5, ,2,214,90,18,0,6,50,10,20,20,0, ,1, , , ,120,1,1400,1,0,1,1,4,96772,2, , , , ,1, , ,1,6,4,4,1,2,1,1,Money is tight with the pandemic and food is an expense that the ocean helps cover.,Ahi,Ono,Mahi-mahi,Ahi,Mahi-mahi,Ono,Ahi,Ono,Mahi-mahi,4,5,5,5,3,4,5,5,4, , ,3,3,2,2,4,2, , , , , ,10,2,0, ,259, , ,30307, ,0, ,68,4,46.6666666666667,1,242, , , , , , ,214, , , , ,1,1,2, ,0,6,5,5,25,75,0
3,2,1, ,1,1,5,3,2,1,1,1, ,100,4.2,1.5,.3,0,0,0,3,9,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100,1,4, ,2, ,2, ,1, ,350,300,25,25,0,4,50,4,50,1, , , , ,1, , , ,1,1,5,1, , , ,0,4,1,1,4,50,0,50,100,175,0,0,175,350,1,1,1,4,1,4,1, ,0,0,50,0,50,0,100,5, ,3500, , , , , , , , , , , , , , , ,2,5,1,1,27,3,400,1978,43,2010,11,26000,80000,2020,3,3.33333333333333,.15, ,3,3.33333333333333,.1, ,1,1,1,1,1,0,0,70,25,5,0,0,0,1, ,40,3,400, ,6,1200,1,255,120,10,0,60,0,15,50,0,0, ,2200,1200,0,0,400,0,600,0,0, ,1, , , ,40,3,200, , ,2,190,120,10,0,20,0,15,0,25,0, ,1, , , ,1200,2,0, ,0, ,1,6,96753,2, , , , ,1, , ,1,6,5,5,1,1,1,1, ,ahi,ono,mahi, , , , , , ,4,5,4,5,5,5,5,5,5, , ,4,4,3,4,4,2, , , ,"Yes, could not sell fish - so did not go as much",Restaurants closed,2,0,0,7,37,304,1104.5,1771,46,0,821.621621621622,58.3333333333333,4,583.333333333333,4,255, , , , , , ,190, , , , ,1,1,2,1,0,3,5,0, , ,0
4,2,2, ,4,4,5,3,2,1,1,1, ,100,52.5,18.75,3.75,0,0,0,3,9,2, , ,4,36,4,6,1,1,1, ,100,0,0,0,1,100,36,0,0,0, , ,6,2,94,6,100,2,5, ,4, ,4, ,4, ,1650,750,300,300,300,3,25,5,75,1, , , , ,1, , , ,1,1,5,2,89, , ,0,1,1,1,6,0,0,100,100,0,0,0,1650,1650,1,3,1,4,3,3,1, ,20,0,40,20,20,0,100,7, ,15000,15000,0,5,2,3,1,75,5,20,0,100,11250,750,3000,0,6,95,1,1,24,2,240,1974,47,2010,11,17000,40000,2019,4,5,.25,40,4, , , ,1,1,1,1,1,0,0,70,25,5,0,0,0,1, ,15,6,60,1,75,1424,1,175,60,30,0,15,40,10,15,5,0, ,2030,800,0,0,600,500,130,0,0, ,1, , , ,10, , , , ,2,145,40,5,5,20,50,0,25,0,0, ,1, , , ,800,2,0, ,0, ,1,2,96754,2, , , , ,1, , ,1,6,3,3,1, , , ,Tuna running,YF tuna,ono,uku,aku,ahi,uku, , ,ahi,4,5,4,4,4,3,4,4,4, , ,3,3,3,3,3,3, , ,Fishing reports to aquatic resources important. Gives accurate account of fish in area.,Restaurants closed - sell to families more,No choice economy tanked,135,0,3,51,2297,1083.5,3866.75,1859,566.5,2.22222222222222,47.1702220287331,22,3,200,3,175, , , , , , ,145, , , , ,1,1,2,2,0,5,7,0, , ,0
2,2,1, ,1,1,5,3,1,1,1,1, ,100,4.5,1.5,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100,1,5, ,1, ,1, ,1, ,750,750,0,0,0,3,25,3,25,1, , , , ,1,2,3,During 2020 to give to needy families,3,1,5,1, , , ,6,2,2,1,5,6,0,88,100,45,45,0,660,750,1,6,1,1,3,1,1, ,90,0,0,10,0,0,100,6, ,7500,7500,0,6,1,1,1,100,0,0,0,100,7500,0,0,0,6,95,1,3,26,3,220,1984,37,1994,27,20000,50000,2017,4.25,4,.125,30,4,4,.15,30,1,1,1,0,0,0,0,75,25,0,0,0,0,1, ,40,15,400,2,6,1570,1,450,170,60,5,50,60,25,50,30,0, ,1025,125,0,0,300,500,100,0,0, ,1, , , ,15,15,400,2, ,2,331,60,60,6,60,60,25,50,10,0, ,1, , , ,125,2,0, ,0, ,1,6,96772,2, , , , ,1, , ,1,6,3,1,1,1,1,1,COVID vaccine will help the markets open back up,ono,ahi,mahi,mahi,ahi,ono,ahi,ono,mahi,4,4,3,4,4,4,4,3,5, , ,4,3,3,3,3,3, , ,Pollution (plastics),Did not fish as much for sale. Fished mostly to give to families who needed food to keep going,Small community with a lot of need and I could share with them,11,0,0,45,574,2025.5,7527.63,5129,-1275.5,0,352.87456445993,125,5,1250,4,450, , , , , , ,331, , , , ,1,1,2,4,0,4,6,25, , ,0
2,2,1, ,2,2,5,3,1,1,1,1, ,100,13.5,4.5,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100, ,4, ,2, ,2, ,1, ,350,300,25,25,0,3,25,3,25,1, , , , ,1, , , ,1,1,5,1, , , ,5,2,2,2,5,5,5,85,100,17.5,17.5,17.5,297.5,350,1,6,1,1,1,1,1, ,100,0,0,0,0,0,100,4, ,1500,1500,0,6,1,1,1,100,0,0,0,100,1500,0,0,0,2,5,1,1,18,2,90,2020,1,2020,1,25000, , , , , , , , , , ,1,1,1,0,0,0,0,75,25,0,0,0,0,1, , , , , ,18,1129,1,85,70,5,0,0,5,5,0,0,0, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,96740,2, , , , ,1, , ,1,6,5,5,1,1,1,1, ,ono,ahi,marin, , , , , , ,4,4,4,4,3,4,4,2,4, , ,4,3,4,4,4,4, , ,Limit the catch on smaller ahi.,No, ,5,0,0,7,96,372,1269.12,7888,-22,0,387.5,19.4444444444444,2,83.3333333333333,2,85, , , , , , , , , , , ,1,1,2, ,0,3,4,0, , ,0
4,2,1, ,5,5,5,3,1,1,1,1, ,100,174.75,58.25,0,0,0,0,2,5,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,2,6,5,95,100, ,6,10000,1, ,1, ,1, ,10000,10000,0,0,0,3,25,3,25,1, , , , ,1, , , ,1,1,5,1, , , ,0,3,1,1,5,25,0,75,100,2500,0,0,7500,10000,1,3,1,3,3,3,1, ,25,0,25,25,25,0,100,8, ,35000,35000,0,6,1,1,1,100,0,0,0,100,35000,0,0,0,3,25,1,1,27,3,300,2006,15,2006,15,85000,50000,2019,4.5,5,0,0,4.5,5,0, ,1,1,1,0,0,0,0,75,25,0,0,0,0,1, ,20,2, , ,233,1739,1,110,90,10,0,0,0,10,0,0,0, ,200,0,0,0,0,0,200,0,0, ,1, , , ,10,2, , , ,2,55,45,10,0,0,0,0,0,0,0, ,1, , , ,0, ,0, ,0, ,1,6,96714,2, , , , ,1, , ,1,6,3,5,1,1, ,2,More young kids buying boats,tuna,ono,mahi,tuna,ono,mahi,tuna,ono,mahi,4,4,4,5,4,4,4,4,5,5,plenty rules but no enforcement,1,4,4,4,4,4, , , ,Hard to sell so we eating more fish, ,22,0,0,11,1023,559,1762.5,1968,9441,0,54.6432062561095,42.9184549356223,3,150.214592274678,3,110, , , , , , ,55, , , , ,1,1,2,2,0,6,8,0, , ,0
